product_id,manufacturer_name,brand_name,color_name,material_code,color_measured_hex,color_measured_rgb,color_measured_cielab,shopify_url_linkfromset
PCDB-002-252-1,Polymaker,Polymaker HT-PLA,Gradient Fire,PLA,,,,
PCDB-002-253-1,Polymaker,Polymaker HT-PLA-GF,Black,PLA,,,,
PCDB-002-254-1,Polymaker,Polymaker HT-PLA-GF,White,PLA,,,,
PCDB-002-255-1,Polymaker,Polymaker HT-PLA-GF,Grey,PLA,,,,
PCDB-002-256-1,Polymaker,Polymaker HT-PLA-GF,Blue,PLA,,,,
PCDB-002-257-1,Polymaker,Polymaker HT-PLA-GF,Army Green,PLA,,,,
PCDB-002-258-1,Polymaker,Polymaker HT-PLA-GF,Power Tool Yellow,PLA,,,,
PCDB-002-259-1,Polymaker,Polymaker HT-PLA-GF,Power Tool Red,PLA,,,,
PCDB-002-260-1,Polymaker,Polymaker HT-PLA-GF,Power Tool Green,PLA,,,,
PCDB-002-261-1,Polymaker,Polymaker HT-PLA-GF,Power Tool Teal,PLA,,,,
PCDB-002-262-1,Polymaker,PolyMax PLA,Black,PLA,,,,
PCDB-002-263-1,Polymaker,PolyMax PLA,White,PLA,,,,
PCDB-002-264-1,Polymaker,PolyMax PLA,Grey,PLA,,,,
PCDB-002-265-1,Polymaker,PolyMax PLA,Blue,PLA,,,,
PCDB-002-266-1,Polymaker,PolyMax PLA,Red,PLA,,,,
PCDB-002-267-1,Polymaker,PolyMax PLA,Green,PLA,,,,
PCDB-002-268-1,Polymaker,PolyMax PLA,Yellow,PLA,,,,
PCDB-002-269-1,Polymaker,PolyMax PLA,Orange,PLA,,,,
PCDB-002-270-1,Polymaker,PolyMax PLA,Polymaker Teal,PLA,,,,
PCDB-002-271-1,Polymaker,PolyMax PLA,Purple,PLA,,,,
PCDB-002-272-1,Polymaker,PolyMax PLA,FDE Beige,PLA,,,,
PCDB-002-273-1,Polymaker,PolyMax PLA,Pink,PLA,,,,
PCDB-002-274-1,Polymaker,PolySonic PLA,Black,PLA,,,,
PCDB-002-275-1,Polymaker,PolySonic PLA,White,PLA,,,,
PCDB-002-276-1,Polymaker,PolySonic PLA,Grey,PLA,,,,
PCDB-002-277-1,Polymaker,PolySonic PLA,Red,PLA,,,,
PCDB-002-278-1,Polymaker,PolySonic PLA,Blue,PLA,,,,
PCDB-002-279-1,Polymaker,PolySonic PLA,Yellow,PLA,,,,
PCDB-002-280-1,Polymaker,PolySonic PLA,Green,PLA,,,,
PCDB-002-281-1,Polymaker,PolySonic PLA,Orange,PLA,,,,
PCDB-002-282-1,Polymaker,PolySonic PLA,Polymaker Teal,PLA,,,,
PCDB-002-283-1,Polymaker,PolySonic PLA,Purple,PLA,,,,
PCDB-002-284-1,Polymaker,PolySonic PLA Pro,Black,PLA,,,,
PCDB-002-285-1,Polymaker,PolySonic PLA Pro,White,PLA,,,,
PCDB-002-286-1,Polymaker,PolySonic PLA Pro,Red,PLA,,,,
PCDB-002-287-1,Polymaker,PolySonic PLA Pro,Blue,PLA,,,,
PCDB-002-288-1,Polymaker,PolySonic PLA Pro,Grey,PLA,,,,
PCDB-002-289-1,Polymaker,PolySonic PLA Pro,Yellow,PLA,,,,
PCDB-002-290-1,Polymaker,PolySonic PLA Pro,Orange,PLA,,,,
PCDB-002-291-1,Polymaker,PolySonic PLA Pro,Purple,PLA,,,,
PCDB-002-292-1,Polymaker,PolySonic PLA Pro,Polymaker Teal,PLA,,,,
PCDB-002-293-1,Polymaker,PolySonic PLA Pro,Green,PLA,,,,
PCDB-002-001-2,Polymaker,PolyLite PETG,Black,PETG,,,,
PCDB-002-002-2,Polymaker,PolyLite PETG,White,PETG,,,,
PCDB-002-003-2,Polymaker,PolyLite PETG,Grey,PETG,,,,
PCDB-002-004-2,Polymaker,PolyLite PETG,Blue,PETG,,,,
PCDB-002-005-2,Polymaker,PolyLite PETG,Red,PETG,,,,
PCDB-002-006-2,Polymaker,PolyLite PETG,Green,PETG,,,,
PCDB-002-007-2,Polymaker,PolyLite PETG,Yellow,PETG,,,,
PCDB-002-008-2,Polymaker,PolyLite PETG,Polymaker Teal,PETG,,,,
PCDB-002-009-2,Polymaker,PolyLite PETG,Orange,PETG,,,,
PCDB-002-010-2,Polymaker,PolyLite PETG,Purple,PETG,,,,
PCDB-002-011-2,Polymaker,PolyLite PETG,Dark Blue,PETG,,,,
PCDB-002-012-2,Polymaker,PolyLite PETG,Dark Green,PETG,,,,
PCDB-002-013-2,Polymaker,PolyLite PETG,Silver,PETG,,,,
PCDB-002-014-2,Polymaker,PolyLite PETG,Gold,PETG,,,,
PCDB-002-015-2,Polymaker,PolyLite PETG,Magenta,PETG,,,,
PCDB-002-016-2,Polymaker,PolyLite PETG,Pink,PETG,,,,
PCDB-002-017-2,Polymaker,PolyLite PETG,Lime,PETG,,,,
PCDB-002-018-2,Polymaker,PolyLite PETG,Electric Blue,PETG,,,,
PCDB-002-019-2,Polymaker,PolyLite PETG,Dark Grey,PETG,,,,
PCDB-002-020-2,Polymaker,PolyLite PETG,Dark Purple,PETG,,,,
PCDB-002-021-2,Polymaker,PolyLite PETG,Clear,PETG,,,,
PCDB-002-022-2,Polymaker,PolyLite Translucent PETG,Translucent Blue,PETG,,,,
PCDB-002-023-2,Polymaker,PolyLite Translucent PETG,Translucent Red,PETG,,,,
PCDB-002-024-2,Polymaker,PolyLite Translucent PETG,Translucent Green,PETG,,,,
PCDB-002-025-2,Polymaker,PolyLite Translucent PETG,Clear,PETG,,,,
PCDB-002-026-2,Polymaker,Fiberon PETG-rCF08,Black,PETG,,,,
PCDB-002-027-2,Polymaker,Fiberon PETG-ESD,Black,PETG,,,,
PCDB-002-028-2,Polymaker,PolyMax PETG,Black,PETG,,,,
PCDB-002-029-2,Polymaker,PolyMax PETG,White,PETG,,,,
PCDB-002-001-3,Polymaker,Fiberon ASA-CF08,Black,ASA,,,,
PCDB-002-002-3,Polymaker,Fiberon ASA-CF08,Dark Grey,ASA,,,,
PCDB-002-003-3,Polymaker,Fiberon ASA-CF08,Light Grey,ASA,,,,
PCDB-002-004-3,Polymaker,Fiberon ASA-CF08,Navy Blue,ASA,,,,
PCDB-002-005-3,Polymaker,Fiberon ASA-CF08,Dark Red,ASA,,,,
PCDB-002-006-3,Polymaker,Fiberon ASA-CF08,Desert Sand,ASA,,,,
PCDB-002-007-3,Polymaker,PolyLite ASA,Jet Black,ASA,,,,
PCDB-002-008-3,Polymaker,PolyLite ASA,Black,ASA,,,,
PCDB-002-009-3,Polymaker,PolyLite ASA,White,ASA,,,,
PCDB-002-010-3,Polymaker,PolyLite ASA,Grey,ASA,,,,
PCDB-002-011-3,Polymaker,PolyLite ASA,Blue,ASA,,,,
PCDB-002-012-3,Polymaker,PolyLite ASA,Red,ASA,,,,
PCDB-002-013-3,Polymaker,PolyLite ASA,Green,ASA,,,,
PCDB-002-014-3,Polymaker,PolyLite ASA,Orange,ASA,,,,
PCDB-002-015-3,Polymaker,PolyLite ASA,Yellow,ASA,,,,
PCDB-002-016-3,Polymaker,PolyLite ASA,Purple,ASA,,,,
PCDB-002-017-3,Polymaker,PolyLite ASA,Polymaker Teal,ASA,,,,
PCDB-002-018-3,Polymaker,PolyLite ASA,Natural,ASA,,,,
PCDB-002-019-3,Polymaker,PolyLite ASA,Army Green,ASA,,,,
PCDB-002-020-3,Polymaker,PolyLite ASA,Army Brown,ASA,,,,
PCDB-002-021-3,Polymaker,PolyLite ASA,Dark Grey,ASA,,,,
PCDB-002-022-3,Polymaker,PolyLite ASA,Pop Blue,ASA,,,,
PCDB-002-023-3,Polymaker,PolyLite ASA,Pop Pink,ASA,,,,
PCDB-002-024-3,Polymaker,PolyLite ASA,Pop Green,ASA,,,,
PCDB-002-025-3,Polymaker,PolyLite ASA,Dark Purple,ASA,,,,
PCDB-002-026-3,Polymaker,PolyLite ASA,Dark Gray Green,ASA,,,,
PCDB-002-027-3,Polymaker,PolyLite ASA,Olive Brown,ASA,,,,
PCDB-002-028-3,Polymaker,PolyLite Galaxy ASA,Galaxy Black,ASA,,,,
PCDB-002-029-3,Polymaker,PolyLite Galaxy ASA,Galaxy Blue,ASA,,,,
PCDB-002-030-3,Polymaker,PolyLite Galaxy ASA,Galaxy Red,ASA,,,,
PCDB-002-031-3,Polymaker,PolyLite Galaxy ASA,Galaxy Green,ASA,,,,
PCDB-002-001-4,Polymaker,PolyLite ABS,Black,ABS,,,,
PCDB-002-002-4,Polymaker,PolyLite ABS,White,ABS,,,,
PCDB-002-003-4,Polymaker,PolyLite ABS,Grey,ABS,,,,
PCDB-002-004-4,Polymaker,PolyLite ABS,Blue,ABS,,,,
PCDB-002-005-4,Polymaker,PolyLite ABS,Red,ABS,,,,
PCDB-002-006-4,Polymaker,PolyLite ABS,Green,ABS,,,,
PCDB-002-007-4,Polymaker,PolyLite ABS,Yellow,ABS,,,,
PCDB-002-008-4,Polymaker,PolyLite ABS,Orange,ABS,,,,
PCDB-002-009-4,Polymaker,PolyLite ABS,Teal,ABS,,,,
PCDB-002-010-4,Polymaker,PolyLite ABS,Purple,ABS,,,,
PCDB-002-011-4,Polymaker,PolyLite ABS,Pink,ABS,,,,
PCDB-002-012-4,Polymaker,PolyLite ABS,Lime,ABS,,,,
PCDB-002-013-4,Polymaker,PolyLite ABS,Light Blue,ABS,,,,
PCDB-002-014-4,Polymaker,PolyLite ABS,Dark Grey,ABS,,,,
PCDB-002-015-4,Polymaker,PolyLite ABS,Gold,ABS,,,,
PCDB-002-016-4,Polymaker,PolyLite ABS,Dark Purple,ABS,,,,
PCDB-002-017-4,Polymaker,PolyLite ABS,Natural,ABS,,,,
PCDB-002-018-4,Polymaker,PolyLite Galaxy ABS,Galaxy Black,ABS,,,,
PCDB-002-019-4,Polymaker,PolyLite Galaxy ABS,Galaxy Dark Grey,ABS,,,,
PCDB-002-020-4,Polymaker,PolyLite Galaxy ABS,Galaxy Purple,ABS,,,,
PCDB-002-021-4,Polymaker,PolyLite Galaxy ABS,Galaxy Teal,ABS,,,,
PCDB-002-022-4,Polymaker,PolyLite Galaxy ABS,Galaxy Orange,ABS,,,,
PCDB-002-023-4,Polymaker,PolyLite Metallic ABS,Metallic Blue,ABS,,,,
PCDB-002-024-4,Polymaker,PolyLite Metallic ABS,Metallic Green,ABS,,,,
PCDB-002-025-4,Polymaker,PolyLite Neon ABS,Neon Green,ABS,,,,
PCDB-002-026-4,Polymaker,PolyLite Neon ABS,Neon Yellow,ABS,,,,
PCDB-002-027-4,Polymaker,PolyLite Neon ABS,Neon Orange,ABS,,,,
PCDB-002-028-4,Polymaker,PolyLite Neon ABS,Neon Magenta,ABS,,,,
PCDB-002-001-7,Polymaker,Fiberon PA12-CF10,Black,PA,,,,
PCDB-002-002-7,Polymaker,Fiberon PA6-CF20,Black,PA,,,,
PCDB-002-003-7,Polymaker,Fiberon PA6-GF25,Grey,PA,,,,
PCDB-002-004-7,Polymaker,Fiberon PA612-CF15,Black,PA,,,,
PCDB-002-005-7,Polymaker,Fiberon PA612-ESD,Black,PA,,,,
PCDB-002-001-8,Polymaker,Polymaker PC-ABS,Black,PC-ABS,,,,
PCDB-002-002-8,Polymaker,Polymaker PC-ABS,White,PC-ABS,,,,
PCDB-002-003-8,Polymaker,Polymaker PC-PBT,Black,PC-PBT,,,,
PCDB-002-004-8,Polymaker,Polymaker PC-PBT,Natural,PC-PBT,,,,
PCDB-002-005-8,Polymaker,PolyMax PC,Black,PC,,,,
PCDB-002-006-8,Polymaker,PolyMax PC,White,PC,,,,
PCDB-002-007-8,Polymaker,PolyMax PC,Grey,PC,,,,
PCDB-002-008-8,Polymaker,PolyMax PC,Blue,PC,,,,
PCDB-002-009-8,Polymaker,PolyMax PC,Red,PC,,,,
PCDB-002-010-8,Polymaker,PolyMax PC-FR,Black,PC,,,,
PCDB-002-011-8,Polymaker,PolyLite PC,Transparent,PC,,,,
PCDB-002-012-8,Polymaker,PolyMax PC-FR,White,PC,,,,
PCDB-002-001-14,Polymaker,Fiberon PET-CF17,Black,PET,,,,
PCDB-002-002-14,Polymaker,Fiberon PET-GF15,Black,PET,,,,
PCDB-002-003-14,Polymaker,Fiberon PET-GF15,Dark Grey,PET,,,,
PCDB-002-004-14,Polymaker,Fiberon PET-GF15,Light Grey,PET,,,,
PCDB-002-005-14,Polymaker,Fiberon PET-GF15,White,PET,,,,
PCDB-002-006-14,Polymaker,Fiberon PET-GF15,Blue,PET,,,,
PCDB-002-007-14,Polymaker,Fiberon PET-GF15,Red,PET,,,,
PCDB-002-001-15,Polymaker,Fiberon PPS-CF10,Black,PPS,,,,
PCDB-002-002-15,Polymaker,Fiberon PPS-GF20,Grey,PPS,,,,
PCDB-002-001-13,Polymaker,Panchroma CoPE,Black,CoPE,,,,
PCDB-002-002-13,Polymaker,Panchroma CoPE,Dark Grey,CoPE,,,,
PCDB-002-003-13,Polymaker,Panchroma CoPE,Steel Grey,CoPE,,,,
PCDB-002-004-13,Polymaker,Panchroma CoPE,Grey,CoPE,,,,
PCDB-002-005-13,Polymaker,Panchroma CoPE,Brown,CoPE,,,,
PCDB-002-006-13,Polymaker,Panchroma CoPE,Tan,CoPE,,,,
PCDB-002-007-13,Polymaker,Panchroma CoPE,Beige,CoPE,,,,
PCDB-002-008-13,Polymaker,Panchroma CoPE,Cream,CoPE,,,,
PCDB-002-009-13,Polymaker,Panchroma CoPE,White,CoPE,,,,
PCDB-002-010-13,Polymaker,Panchroma CoPE,Cold White,CoPE,,,,
PCDB-002-011-13,Polymaker,Panchroma CoPE,Pink,CoPE,,,,
PCDB-002-012-13,Polymaker,Panchroma CoPE,Magenta,CoPE,,,,
PCDB-002-013-13,Polymaker,Panchroma CoPE,Red,CoPE,,,,
PCDB-002-014-13,Polymaker,Panchroma CoPE,Wine Red,CoPE,,,,
PCDB-002-015-13,Polymaker,Panchroma CoPE,Orange,CoPE,,,,
PCDB-002-016-13,Polymaker,Panchroma CoPE,Yellow,CoPE,,,,
PCDB-002-017-13,Polymaker,Panchroma CoPE,Lemon Yellow,CoPE,,,,
PCDB-002-018-13,Polymaker,Panchroma CoPE,Lime Green,CoPE,,,,
PCDB-002-019-13,Polymaker,Panchroma CoPE,Olive Green,CoPE,,,,
PCDB-002-020-13,Polymaker,Panchroma CoPE,Green,CoPE,,,,
PCDB-002-021-13,Polymaker,Panchroma CoPE,Jungle Green,CoPE,,,,
PCDB-002-022-13,Polymaker,Panchroma CoPE,Olive Drab Green,CoPE,,,,
PCDB-002-023-13,Polymaker,Panchroma CoPE,Polymaker Teal,CoPE,,,,
PCDB-002-024-13,Polymaker,Panchroma CoPE,Aqua Blue,CoPE,,,,
PCDB-002-025-13,Polymaker,Panchroma CoPE,Stone Blue,CoPE,,,,
PCDB-002-026-13,Polymaker,Panchroma CoPE,Blue,CoPE,,,,
PCDB-002-027-13,Polymaker,Panchroma CoPE,Purple,CoPE,,,,
PCDB-002-001-5,Polymaker,PolyFlex TPU90,Black,TPU,,,,
PCDB-002-002-5,Polymaker,PolyFlex TPU90,White,TPU,,,,
PCDB-002-003-5,Polymaker,PolyFlex TPU90,Grey,TPU,,,,
PCDB-002-004-5,Polymaker,PolyFlex TPU90,Polymaker Teal,TPU,,,,
PCDB-002-005-5,Polymaker,PolyFlex TPU90,Clear,TPU,,,,
PCDB-002-006-5,Polymaker,PolyFlex TPU95,Black,TPU,,,,
PCDB-002-007-5,Polymaker,PolyFlex TPU95,White,TPU,,,,
PCDB-002-008-5,Polymaker,PolyFlex TPU95,Blue,TPU,,,,
PCDB-002-009-5,Polymaker,PolyFlex TPU95,Red,TPU,,,,
PCDB-002-010-5,Polymaker,PolyFlex TPU95,Yellow,TPU,,,,
PCDB-002-011-5,Polymaker,PolyFlex TPU95,Orange,TPU,,,,
PCDB-002-012-5,Polymaker,PolyFlex TPU95-HF,Black,TPU,,,,
PCDB-002-013-5,Polymaker,PolyFlex TPU95-HF,White,TPU,,,,
PCDB-002-014-5,Polymaker,PolyFlex TPU95-HF,Clear,TPU,,,,
PCDB-002-001-16,Polymaker,PolyMide CoPA,Black,CoPA,,,,
PCDB-002-002-16,Polymaker,PolyMide CoPA,Natural,CoPA,,,,
PCDB-002-001-12,Polymaker,PolySmooth,Black,PVB,,,,
PCDB-002-002-12,Polymaker,PolySmooth,White,PVB,,,,
PCDB-002-003-12,Polymaker,PolySmooth,Slate Grey,PVB,,,,
PCDB-002-004-12,Polymaker,PolySmooth,Electric Blue,PVB,,,,
PCDB-002-005-12,Polymaker,PolySmooth,Coral Red,PVB,,,,
PCDB-002-006-12,Polymaker,PolySmooth,Green,PVB,,,,
PCDB-002-007-12,Polymaker,PolySmooth,Yellow,PVB,,,,
PCDB-002-008-12,Polymaker,PolySmooth,Orange,PVB,,,,
PCDB-002-009-12,Polymaker,PolySmooth,Polymaker Teal,PVB,,,,
PCDB-002-010-12,Polymaker,PolySmooth,Pink,PVB,,,,
PCDB-002-011-12,Polymaker,PolySmooth,Beige,PVB,,,,
PCDB-002-012-12,Polymaker,PolySmooth,Transparent,PVB,,,,
PCDB-002-013-12,Polymaker,PolyCast,Natural,PVB,,,,
PCDB-002-001-11,Polymaker,PolyDissolve S1 (PVA),Natural,PVA,,,,
,,,,,,,,
PCDB-003-001-1,Bambu Lab,Basic PLA,Beige,PLA,#e3d1c5,"227, 209, 197",85.03 4.15 8.36,https://theprintcodex.com/products/PCX-003-001-bambu-lab-pla-beige
PCDB-003-002-1,Bambu Lab,Basic PLA,Blue,PLA,#1857a5,"24, 87, 165",37.3 10.42 -47.72,https://theprintcodex.com/products/PCX-003-002-bambu-lab-pla-blue
PCDB-003-003-1,Bambu Lab,Basic PLA,Blue Grey,PLA,#667986,"102, 121, 134",49.65 -4.03 -9.29,https://theprintcodex.com/products/PCX-003-003-bambu-lab-pla-blue-grey
PCDB-003-004-1,Bambu Lab,Basic PLA,Brown,PLA,#925642,"146, 86, 66",43.09 22.58 22.45,https://theprintcodex.com/products/pcx-003-004-bambu-lab-pla-brown
PCDB-003-005-1,Bambu Lab,Basic PLA,Green,PLA,#00554b,"0, 85, 75",31.15 -30.24 -1.84,https://theprintcodex.com/products/pcx-003-005-bambu-lab-pla-green
PCDB-003-006-1,Bambu Lab,Basic PLA,Grey,PLA,#979a98,"151, 154, 152",63.15 -1.3 0.48,https://theprintcodex.com/products/PCX-003-006-bambu-lab-pla-grey
PCDB-003-007-1,Bambu Lab,Basic PLA,Jade White,PLA,#d7dfde,"215, 223, 222",88.22 -2.7 -0.45,https://theprintcodex.com/products/PCX-003-007-bambu-lab-pla-jade-white
PCDB-003-008-1,Bambu Lab,Basic PLA,Orange,PLA,#d46e2a,"212, 110, 42",58.44 37.42 53.65,https://theprintcodex.com/products/PCX-003-008-bambu-lab-pla-orange
PCDB-003-009-1,Bambu Lab,Basic PLA,Pink,PLA,#f27390,"242, 115, 144",64.3 51.95 8,https://theprintcodex.com/products/PCX-003-009-bambu-lab-pla-pink
PCDB-003-010-1,Bambu Lab,Basic PLA,Red,PLA,#b52f37,"181, 47, 55",41.57 53.75 28.23,https://theprintcodex.com/products/PCX-003-010-bambu-lab-pla-red
PCDB-003-011-1,Bambu Lab,Basic PLA,Silver,PLA,#73777a,"115, 119, 122",49.84 -1.1 -2.07,https://theprintcodex.com/products/PCX-003-011-bambu-lab-pla-silver
PCDB-003-012-1,Bambu Lab,Basic PLA,Yellow,PLA,#ecd40d,"236, 212, 13",84.44 -8.06 83.32,https://theprintcodex.com/products/PCX-003-012-bambu-lab-pla-yellow
PCDB-003-013-1,Bambu Lab,Basic PLA,Black,PLA,#252522,"37, 37, 34",14.48 -0.42 1.75,https://theprintcodex.com/products/PCX-003-013-bambu-lab-pla-black
PCDB-003-014-1,Bambu Lab,Basic PLA,Bambu Green,PLA,#11a34a,"17, 163, 74",58.38 -55.35 36.53,https://theprintcodex.com/products/PCX-003-014-bambu-lab-pla-bambu-green
PCDB-003-015-1,Bambu Lab,Basic PLA,Purple,PLA,#656ab0,"101, 106, 176",47.13 16.5 -38.21,https://theprintcodex.com/products/PCX-003-015-bambu-lab-pla-purple
PCDB-003-016-1,Bambu Lab,Basic PLA,Gold,PLA,#c58f51,"197, 143, 81",63.43 13.76 40.81,https://theprintcodex.com/products/PCX-003-016-bambu-lab-pla-gold
PCDB-003-017-1,Bambu Lab,Basic PLA,Bronze,PLA,#86724c,"134, 114, 76",48.98 2.55 23.86,https://theprintcodex.com/products/PCX-003-017-bambu-lab-pla-bronze
PCDB-003-018-1,Bambu Lab,PLA Sparkle,Alpine Green,PLA,#495f51,"73, 95, 81",38.32 -11.82 5.43,https://theprintcodex.com/products/PCX-003-018-bambu-lab-pla-sparkle-alpine-green
PCDB-003-019-1,Bambu Lab,PLA Sparkle,Crimson Red,PLA,#7c443b,"124, 68, 59",35.44 23.28 15.97,https://theprintcodex.com/products/PCX-003-019-bambu-lab-pla-sparkle-crimson-red
PCDB-003-020-1,Bambu Lab,PLA Sparkle,Onyx Black,PLA,#3f3e3b,"63, 62, 59",26.21 -0.47 2.31,https://theprintcodex.com/products/PCX-003-020-bambu-lab-pla-sparkle-onyx-black
PCDB-003-021-1,Bambu Lab,PLA Sparkle,Royal Purple,PLA,#4d4e5b,"77, 78, 91",33.69 2.36 -7.4,https://theprintcodex.com/products/PCX-003-021-bambu-lab-pla-sparkle-royal-purple
PCDB-003-022-1,Bambu Lab,PLA Sparkle,Slate Grey,PLA,#586062,"88, 96, 98",40.26 -2.85 -1.7,https://theprintcodex.com/products/PCX-003-022-bambu-lab-pla-sparkle-slate-grey
PCDB-003-023-1,Bambu Lab,Basic PLA,Magenta,PLA,#c7579e,"199, 87, 158",53.45 52.65 -16.78,https://theprintcodex.com/products/PCX-003-023-bambu-lab-pla-magenta
PCDB-003-024-1,Bambu Lab,Basic PLA,Cyan,PLA,#009bd2,"0, 155, 210",59.92 -14.69 -37.54,https://theprintcodex.com/products/PCX-003-024-bambu-lab-pla-cyan
PCDB-003-025-1,Bambu Lab,Marble PLA,White Marble,PLA,Unmeasured,Unmeasured,Unmeasured,https://theprintcodex.com/products/PCX-003-041-bambu-lab-pla-white-marble
PCDB-003-026-1,Bambu Lab,Marble PLA,Red Granite,PLA,Unmeasured,Unmeasured,Unmeasured,https://theprintcodex.com/products/PCX-003-042-bambu-lab-pla-red-granite
PCDB-003-027-1,Bambu Lab,PLA Aero,Gray,PLA,,,,
PCDB-003-028-1,Bambu Lab,PLA Basic,Light Gray,PLA,,,,
PCDB-003-029-1,Bambu Lab,PLA Basic,Sunflower Yellow,PLA,,,,
PCDB-003-030-1,Bambu Lab,PLA Basic,Pumpkin Orange,PLA,,,,
PCDB-003-031-1,Bambu Lab,PLA Basic,Bright Green,PLA,,,,
PCDB-003-032-1,Bambu Lab,PLA Basic,Mistletoe Green,PLA,,,,
PCDB-003-033-1,Bambu Lab,PLA Basic,Hot Pink,PLA,,,,
PCDB-003-034-1,Bambu Lab,PLA Basic,Maroon Red,PLA,,,,
PCDB-003-035-1,Bambu Lab,PLA Basic,Indigo Purple,PLA,,,,
PCDB-003-036-1,Bambu Lab,PLA Basic,Turquoise,PLA,,,,
PCDB-003-037-1,Bambu Lab,PLA Basic,Cobalt Blue,PLA,,,,
PCDB-003-038-1,Bambu Lab,PLA Basic,Cocoa Brown,PLA,,,,
PCDB-003-039-1,Bambu Lab,PLA Basic,Dark Gray,PLA,,,,
PCDB-003-040-1,Bambu Lab,PLA Basic Gradient,Pink Citrus,PLA,,,,
PCDB-003-041-1,Bambu Lab,PLA Basic Gradient,Dusk Glare,PLA,,,,
PCDB-003-042-1,Bambu Lab,PLA Basic Gradient,Arctic Whisper,PLA,,,,
PCDB-003-043-1,Bambu Lab,PLA Basic Gradient,Solar Breeze,PLA,,,,
PCDB-003-044-1,Bambu Lab,PLA Basic Gradient,Blueberry Bubblegum,PLA,,,,
PCDB-003-045-1,Bambu Lab,PLA Basic Gradient,Mint Lime,PLA,,,,
PCDB-003-046-1,Bambu Lab,PLA Basic Gradient,Ocean to Meadow,PLA,,,,
PCDB-003-047-1,Bambu Lab,PLA Basic Gradient,Cotton Candy Cloud,PLA,,,,
PCDB-003-048-1,Bambu Lab,PLA Galaxy,Purple,PLA,,,,
PCDB-003-049-1,Bambu Lab,PLA Galaxy,Green,PLA,,,,
PCDB-003-050-1,Bambu Lab,PLA Galaxy,Nebulae,PLA,,,,
PCDB-003-051-1,Bambu Lab,PLA Galaxy,Brown,PLA,,,,
PCDB-003-052-1,Bambu Lab,PLA Glow,Glow Green,PLA,,,,
PCDB-003-053-1,Bambu Lab,PLA Glow,Glow Pink,PLA,,,,
PCDB-003-054-1,Bambu Lab,PLA Glow,Glow Orange,PLA,,,,
PCDB-003-055-1,Bambu Lab,PLA Glow,Glow Yellow,PLA,,,,
PCDB-003-056-1,Bambu Lab,PLA Glow,Glow Blue,PLA,,,,
PCDB-003-057-1,Bambu Lab,PLA Marble,White Marble,PLA,,,,
PCDB-003-058-1,Bambu Lab,PLA Matte,Matte Ivory White,PLA,,,,
PCDB-003-059-1,Bambu Lab,PLA Matte,Matte Bone White,PLA,,,,
PCDB-003-060-1,Bambu Lab,PLA Matte,Matte Lemon Yellow,PLA,,,,
PCDB-003-061-1,Bambu Lab,PLA Matte,Matte Mandarin Orange,PLA,,,,
PCDB-003-062-1,Bambu Lab,PLA Matte,Matte Sakura Pink,PLA,,,,
PCDB-003-063-1,Bambu Lab,PLA Matte,Matte Lilac purple,PLA,,,,
PCDB-003-064-1,Bambu Lab,PLA Matte,Matte Plum,PLA,,,,
PCDB-003-065-1,Bambu Lab,PLA Matte,Matte Scarlet Red,PLA,,,,
PCDB-003-066-1,Bambu Lab,PLA Matte,Matte Dark Red,PLA,,,,
PCDB-003-067-1,Bambu Lab,PLA Matte,Matte Apple Green,PLA,,,,
PCDB-003-068-1,Bambu Lab,PLA Matte,Matte Grass Green,PLA,,,,
PCDB-003-069-1,Bambu Lab,PLA Matte,Matte Dark Green,PLA,,,,
PCDB-003-070-1,Bambu Lab,PLA Matte,Matte Ice Blue,PLA,,,,
PCDB-003-071-1,Bambu Lab,PLA Matte,Matte Sky Blue,PLA,,,,
PCDB-003-072-1,Bambu Lab,PLA Matte,Matte Marine Blue,PLA,,,,
PCDB-003-073-1,Bambu Lab,PLA Matte,Matte Dark Blue,PLA,,,,
PCDB-003-074-1,Bambu Lab,PLA Matte,Matte Desert Tan,PLA,,,,
PCDB-003-075-1,Bambu Lab,PLA Matte,Matte Latte Brown,PLA,,,,
PCDB-003-076-1,Bambu Lab,PLA Matte,Matte Caramel,PLA,,,,
PCDB-003-077-1,Bambu Lab,PLA Matte,Matte Terracotta,PLA,,,,
PCDB-003-078-1,Bambu Lab,PLA Matte,Matte Dark Brown,PLA,,,,
PCDB-003-079-1,Bambu Lab,PLA Matte,Matte Dark Chocolate,PLA,,,,
PCDB-003-080-1,Bambu Lab,PLA Matte,Matte Ash Gray,PLA,,,,
PCDB-003-081-1,Bambu Lab,PLA Matte,Matte Nardo Gray,PLA,,,,
PCDB-003-082-1,Bambu Lab,PLA Matte,Matte Charcoal,PLA,,,,
PCDB-003-083-1,Bambu Lab,PLA Metal,Cobalt Blue Metallic,PLA,,,,
PCDB-003-084-1,Bambu Lab,PLA Metal,Oxide Green Metallic,PLA,,,,
PCDB-003-085-1,Bambu Lab,PLA Metal,Iridium Gold Metallic,PLA,,,,
PCDB-003-086-1,Bambu Lab,PLA Metal,Copper Brown Metallic,PLA,,,,
PCDB-003-087-1,Bambu Lab,PLA Metal,Iron Gray Metallic,PLA,,,,
PCDB-003-088-1,Bambu Lab,PLA Silk Multi-Color,Dawn Radiance,PLA,,,,
PCDB-003-089-1,Bambu Lab,PLA Silk Multi-Color,Aurora Purple,PLA,,,,
