product_id,manufacturer_name,brand_name,color_name,material_code,color_measured_hex,color_measured_rgb,color_measured_cielab,shopify_url_linkfromset
PCDB-003-090-1,Bambu Lab,PLA Silk Multi-Color,South Beach,PLA,,,,
PCDB-003-091-1,Bambu Lab,PLA Silk Multi-Color,Neon City,PLA,,,,
PCDB-003-092-1,Bambu Lab,PLA Silk Multi-Color,Midnight Blaze,PLA,,,,
PCDB-003-093-1,Bambu Lab,PLA Silk Multi-Color,Gilded Rose,PLA,,,,
PCDB-003-094-1,Bambu Lab,PLA Silk Multi-Color,Blue Hawaii,PLA,,,,
PCDB-003-095-1,Bambu Lab,PLA Silk Multi-Color,Velvet Eclipse,PLA,,,,
PCDB-003-096-1,Bambu Lab,PLA Silk+,Gold,PLA,,,,
PCDB-003-097-1,Bambu Lab,PLA Silk+,Titan Gray,PLA,,,,
PCDB-003-098-1,Bambu Lab,PLA Silk+,Silver,PLA,,,,
PCDB-003-099-1,Bambu Lab,PLA Silk+,White,PLA,,,,
PCDB-003-100-1,Bambu Lab,PLA Silk+,Candy Red,PLA,,,,
PCDB-003-101-1,Bambu Lab,PLA Silk+,Candy Green,PLA,,,,
PCDB-003-102-1,Bambu Lab,PLA Silk+,Mint,PLA,,,,
PCDB-003-103-1,Bambu Lab,PLA Silk+,Blue,PLA,,,,
PCDB-003-104-1,Bambu Lab,PLA Silk+,Baby Blue,PLA,,,,
PCDB-003-105-1,Bambu Lab,PLA Silk+,Purple,PLA,,,,
PCDB-003-106-1,Bambu Lab,PLA Silk+,Rose Gold,PLA,,,,
PCDB-003-107-1,Bambu Lab,PLA Silk+,Pink,PLA,,,,
PCDB-003-108-1,Bambu Lab,PLA Silk+,Champagne,PLA,,,,
PCDB-003-109-1,Bambu Lab,PLA Sparkle,Classic Gold Sparkle,PLA,,,,
PCDB-003-110-1,Bambu Lab,PLA Tough+,Black,PLA,,,,
PCDB-003-111-1,Bambu Lab,PLA Tough+,White,PLA,,,,
PCDB-003-112-1,Bambu Lab,PLA Tough+,Yellow,PLA,,,,
PCDB-003-113-1,Bambu Lab,PLA Tough+,Orange,PLA,,,,
PCDB-003-114-1,Bambu Lab,PLA Tough+,Gray,PLA,,,,
PCDB-003-115-1,Bambu Lab,PLA Tough+,Silver,PLA,,,,
PCDB-003-116-1,Bambu Lab,PLA Tough+,Cyan,PLA,,,,
PCDB-003-117-1,Bambu Lab,PLA Translucent,Teal,PLA,,,,
PCDB-003-118-1,Bambu Lab,PLA Translucent,Blue,PLA,,,,
PCDB-003-119-1,Bambu Lab,PLA Translucent,Orange,PLA,,,,
PCDB-003-120-1,Bambu Lab,PLA Translucent,Purple,PLA,,,,
PCDB-003-121-1,Bambu Lab,PLA Translucent,Red,PLA,,,,
PCDB-003-122-1,Bambu Lab,PLA Translucent,Light Jade,PLA,,,,
PCDB-003-123-1,Bambu Lab,PLA Translucent,Mellow Yellow,PLA,,,,
PCDB-003-124-1,Bambu Lab,PLA Translucent,Cherry Pink,PLA,,,,
PCDB-003-125-1,Bambu Lab,PLA Translucent,Ice Blue,PLA,,,,
PCDB-003-126-1,Bambu Lab,PLA Translucent,Lavender,PLA,,,,
PCDB-003-127-1,Bambu Lab,PLA Wood,Black Walnut,PLA,,,,
PCDB-003-128-1,Bambu Lab,PLA Wood,Rosewood,PLA,,,,
PCDB-003-129-1,Bambu Lab,PLA Wood,Clay Brown,PLA,,,,
PCDB-003-130-1,Bambu Lab,PLA Wood,Classic Birch,PLA,,,,
PCDB-003-131-1,Bambu Lab,PLA Wood,White Oak,PLA,,,,
PCDB-003-132-1,Bambu Lab,PLA Wood,Ochre Yellow,PLA,,,,
PCDB-003-133-1,Bambu Lab,PLA-CF,Burgundy Red,PLA,,,,
PCDB-003-134-1,Bambu Lab,PLA-CF,Matcha Green,PLA,,,,
PCDB-003-135-1,Bambu Lab,PLA-CF,Lava Gray,PLA,,,,
PCDB-003-136-1,Bambu Lab,PLA-CF,Jeans Blue,PLA,,,,
PCDB-003-137-1,Bambu Lab,PLA-CF,Black,PLA,,,,
PCDB-003-138-1,Bambu Lab,PLA-CF,Royal Blue,PLA,,,,
PCDB-003-139-1,Bambu Lab,PLA-CF,Iris Purple,PLA,,,,
PCDB-003-001-2,Bambu Lab,PETG HF,Black,PETG,,,,
PCDB-003-002-2,Bambu Lab,PETG HF,White,PETG,,,,
PCDB-003-003-2,Bambu Lab,PETG HF,Red,PETG,,,,
PCDB-003-004-2,Bambu Lab,PETG HF,Gray,PETG,,,,
PCDB-003-005-2,Bambu Lab,PETG HF,Dark Gray,PETG,,,,
PCDB-003-006-2,Bambu Lab,PETG HF,Cream,PETG,,,,
PCDB-003-007-2,Bambu Lab,PETG HF,Yellow,PETG,,,,
PCDB-003-008-2,Bambu Lab,PETG HF,Orange,PETG,,,,
PCDB-003-009-2,Bambu Lab,PETG HF,Peanut Brown,PETG,,,,
PCDB-003-010-2,Bambu Lab,PETG HF,Lime Green,PETG,,,,
PCDB-003-011-2,Bambu Lab,PETG HF,Green,PETG,,,,
PCDB-003-012-2,Bambu Lab,PETG HF,Forest Green,PETG,,,,
PCDB-003-013-2,Bambu Lab,PETG HF,Lake Blue,PETG,,,,
PCDB-003-014-2,Bambu Lab,PETG HF,Blue,PETG,,,,
PCDB-003-015-2,Bambu Lab,PETG Translucent,Translucent Teal,PETG,,,,
PCDB-003-016-2,Bambu Lab,PETG Translucent,Translucent Light Blue,PETG,,,,
PCDB-003-017-2,Bambu Lab,PETG Translucent,Clear,PETG,,,,
PCDB-003-018-2,Bambu Lab,PETG Translucent,Translucent Gray,PETG,,,,
PCDB-003-019-2,Bambu Lab,PETG Translucent,Translucent Olive,PETG,,,,
PCDB-003-020-2,Bambu Lab,PETG Translucent,Translucent Brown,PETG,,,,
PCDB-003-021-2,Bambu Lab,PETG Translucent,Translucent Orange,PETG,,,,
PCDB-003-022-2,Bambu Lab,PETG Translucent,Translucent Pink,PETG,,,,
PCDB-003-023-2,Bambu Lab,PETG Translucent,Translucent Purple,PETG,,,,
PCDB-003-024-2,Bambu Lab,PETG-CF,Indigo Blue,PETG,,,,
PCDB-003-025-2,Bambu Lab,PETG-CF,Malachite Green,PETG,,,,
PCDB-003-026-2,Bambu Lab,PETG-CF,Titan Gray ,PETG,,,,
PCDB-003-027-2,Bambu Lab,PETG-CF,Brick Red,PETG,,,,
PCDB-003-028-2,Bambu Lab,PETG-CF,Violet Purple,PETG,,,,
PCDB-003-029-2,Bambu Lab,PETG-CF,Black,PETG,,,,
PCDB-003-001-3,Bambu Lab,ASA,White,ASA,,,,
PCDB-003-002-3,Bambu Lab,ASA,Green,ASA,,,,
PCDB-003-003-3,Bambu Lab,ASA,Black,ASA,,,,
PCDB-003-004-3,Bambu Lab,ASA,Gray,ASA,,,,
PCDB-003-005-3,Bambu Lab,ASA,Red,ASA,,,,
PCDB-003-006-3,Bambu Lab,ASA,Blue,ASA,,,,
PCDB-003-007-3,Bambu Lab,ASA Aero,White,ASA,,,,
PCDB-003-008-3,Bambu Lab,ASA-CF,Black,ASA,,,,
PCDB-003-001-4,Bambu Lab,ABS,ABS Silver,ABS,,,,
PCDB-003-002-4,Bambu Lab,ABS,ABS Black,ABS,,,,
PCDB-003-003-4,Bambu Lab,ABS,ABS White,ABS,,,,
PCDB-003-004-4,Bambu Lab,ABS,ABS Bambu Green,ABS,,,,
PCDB-003-005-4,Bambu Lab,ABS,ABS Olive,ABS,,,,
PCDB-003-006-4,Bambu Lab,ABS,ABS Tangerine Yellow,ABS,,,,
PCDB-003-007-4,Bambu Lab,ABS,ABS Orange,ABS,,,,
PCDB-003-008-4,Bambu Lab,ABS,ABS Red,ABS,,,,
PCDB-003-009-4,Bambu Lab,ABS,ABS Azure,ABS,,,,
PCDB-003-010-4,Bambu Lab,ABS,ABS Blue,ABS,,,,
PCDB-003-011-4,Bambu Lab,ABS,ABS Navy Blue,ABS,,,,
PCDB-003-012-4,Bambu Lab,ABS-GF,Orange,ABS,,,,
PCDB-003-013-4,Bambu Lab,ABS-GF,Green,ABS,,,,
PCDB-003-014-4,Bambu Lab,ABS-GF,Red,ABS,,,,
PCDB-003-015-4,Bambu Lab,ABS-GF,Yellow,ABS,,,,
PCDB-003-016-4,Bambu Lab,ABS-GF,Blue,ABS,,,,
PCDB-003-017-4,Bambu Lab,ABS-GF,White,ABS,,,,
PCDB-003-018-4,Bambu Lab,ABS-GF,Gray,ABS,,,,
PCDB-003-019-4,Bambu Lab,ABS-GF,Black,ABS,,,,
PCDB-003-001-7,Bambu Lab,PA6-CF,Black,PA,,,,
PCDB-003-002-7,Bambu Lab,PA6-GF,Blue,PA,,,,
PCDB-003-003-7,Bambu Lab,PA6-GF,Orange,PA,,,,
PCDB-003-004-7,Bambu Lab,PA6-GF,Yellow,PA,,,,
PCDB-003-005-7,Bambu Lab,PA6-GF,Lime,PA,,,,
PCDB-003-006-7,Bambu Lab,PA6-GF,Brown,PA,,,,
PCDB-003-007-7,Bambu Lab,PA6-GF,White,PA,,,,
PCDB-003-008-7,Bambu Lab,PA6-GF,Gray,PA,,,,
PCDB-003-009-7,Bambu Lab,PA6-GF,Black,PA,,,,
PCDB-003-010-7,Bambu Lab,PAHT-CF,Black,PA,,,,
PCDB-003-001-8,Bambu Lab,PC,Transparent,PC,,,,
PCDB-003-002-8,Bambu Lab,PC,Clear Black,PC,,,,
PCDB-003-003-8,Bambu Lab,PC,Black,PC,,,,
PCDB-003-004-8,Bambu Lab,PC,White,PC,,,,
PCDB-003-005-8,Bambu Lab,PC FR,Black,PC,,,,
PCDB-003-006-8,Bambu Lab,PC FR,White,PC,,,,
PCDB-003-007-8,Bambu Lab,PC FR,Gray,PC,,,,
PCDB-003-001-14,Bambu Lab,PET-CF,Black,PET,,,,
PCDB-003-001-18,Bambu Lab,PPA-CF,Black,PPA,,,,
PCDB-003-001-15,Bambu Lab,PPS-CF,Black,PPS,,,,
PCDB-003-001-11,Bambu Lab,PVA,Clear,PVA,,,,
PCDB-003-001-19,Bambu Lab,Support for ABS,White,HIPS,,,,
PCDB-003-011-7,Bambu Lab,Support for PA/PET (PC+ABS),Green,PA,,,,
PCDB-003-011-5,Bambu Lab,Support for PLA (PLA/TPU),White,TPU,,,,
PCDB-003-140-1,Bambu Lab,Support for PLA/PETG,Nature,PLA,,,,
PCDB-003-141-1,Bambu Lab,Support for PLA/PETG,Black,PLA,,,,
PCDB-003-002-5,Bambu Lab,TPU 85A / TPU 90A,Frozen,TPU,,,,
PCDB-003-003-5,Bambu Lab,TPU 85A / TPU 90A,Blaze,TPU,,,,
PCDB-003-004-5,Bambu Lab,TPU 85A / TPU 90A,White,TPU,,,,
PCDB-003-005-5,Bambu Lab,TPU 85A / TPU 90A,Black,TPU,,,,
PCDB-003-006-5,Bambu Lab,TPU 85A / TPU 90A,Neon Orange,TPU,,,,
PCDB-003-007-5,Bambu Lab,TPU 85A / TPU 90A,Light Cyan,TPU,,,,
PCDB-003-008-5,Bambu Lab,TPU 95A HF,White,TPU,,,,
PCDB-003-009-5,Bambu Lab,TPU 95A HF,Gray,TPU,,,,
PCDB-003-010-5,Bambu Lab,TPU 95A HF,Yellow,TPU,,,,
PCDB-003-011-5,Bambu Lab,TPU 95A HF,Blue,TPU,,,,
PCDB-003-012-5,Bambu Lab,TPU 95A HF,Red,TPU,,,,
PCDB-003-013-5,Bambu Lab,TPU 95A HF,Black,TPU,,,,
,,,,,,,,
PCDB-004-001-1,Prusa,Prusament PLA,Army Green,PLA,#555b43,"85, 91, 67",37.35 -6.92 13.03,https://theprintcodex.com/products/PCX-004-001-prusament-pla-army-green
PCDB-004-002-1,Prusa,Prusament PLA,Azure Blue,PLA,#0089ad,"0, 137, 173",52.67 -18.43 -27.82,https://theprintcodex.com/products/PCX-004-002-prusament-pla-azure-blue
PCDB-004-003-1,Prusa,Prusament PLA,Blend Lime,PLA,#8b9e32,"139, 158, 50",61.97 -21.64 51.94,https://theprintcodex.com/products/PCX-004-003-prusament-pla-blend-lime
PCDB-004-004-1,Prusa,Prusament PLA,Blend Ms. Pink,PLA,#d756a5,"215, 86, 165",55.82 58.96 -17.12,https://theprintcodex.com/products/PCX-004-004-prusament-pla-blend-ms.-pink
PCDB-004-005-1,Prusa,Prusament PLA,Blend My Silverness,PLA,#66717a,"102, 113, 122",47.11 -2.04 -6.43,https://theprintcodex.com/products/PCX-004-005-prusament-pla-blend-my-silverness
PCDB-004-006-1,Prusa,Prusament PLA,Blend Oh My Gold,PLA,#c49e2a,"196, 158, 42",66.91 2.88 61.54,https://theprintcodex.com/products/PCX-004-006-prusament-pla-blend-oh-my-gold
PCDB-004-007-1,Prusa,Prusament PLA,Blend Pearl White,PLA,#b6c0c5,"182, 192, 197",76.99 -2.47 -3.62,https://theprintcodex.com/products/PCX-004-007-prusament-pla-blend-pearl-white
PCDB-004-008-1,Prusa,Prusament PLA,Blend Royal Blue,PLA,#005392,"0, 83, 146",33.79 1.45 -41.74,https://theprintcodex.com/products/PCX-004-008-prusament-pla-blend-royal-blue
PCDB-004-009-1,Prusa,Prusament PLA,Blend Viva La Bronze,PLA,#ab8c39,"171, 140, 57",59.57 2.39 47.15,https://theprintcodex.com/products/PCX-004-009-prusament-pla-blend-viva-la-bronze
PCDB-004-010-1,Prusa,Prusament PLA,Galaxy Black,PLA,N/A,N/A,N/A,https://theprintcodex.com/products/PCX-004-010-prusament-pla-galaxy-black
PCDB-004-011-1,Prusa,Prusament PLA,Galaxy Green,PLA,N/A,N/A,N/A,https://theprintcodex.com/products/PCX-004-011-prusament-pla-galaxy-green
PCDB-004-012-1,Prusa,Prusament PLA,Galaxy Purple,PLA,N/A,N/A,N/A,https://theprintcodex.com/products/PCX-004-012-prusament-pla-galaxy-purple
PCDB-004-013-1,Prusa,Prusament PLA,Galaxy Silver,PLA,N/A,N/A,N/A,https://theprintcodex.com/products/PCX-004-013-prusament-pla-galaxy-silver
PCDB-004-014-1,Prusa,Prusament PLA,Gentleman's Grey,PLA,#3e5153,"62, 81, 83",32.86 -6.79 -3.89,https://theprintcodex.com/products/PCX-004-014-prusament-pla-gentleman's-grey
PCDB-004-015-1,Prusa,Prusament PLA,Gravity Grey,PLA,#9da4a7,"157, 164, 167",66.81 -1.64 -2.55,https://theprintcodex.com/products/PCX-004-015-prusament-pla-gravity-grey
PCDB-004-016-1,Prusa,Prusament PLA,Jet Black,PLA,#313231,"49, 50, 49",20.66 -0.78 0.44,https://theprintcodex.com/products/PCX-004-016-prusament-pla-jet-black
PCDB-004-017-1,Prusa,Prusament PLA,Lipstick Red,PLA,#bb323a,"187, 50, 58",43.12 54.86 28.63,https://theprintcodex.com/products/PCX-004-017-prusament-pla-lipstick-red
PCDB-004-018-1,Prusa,Prusament PLA,Marble Grey,PLA,N/A,N/A,N/A,https://theprintcodex.com/products/PCX-004-018-prusament-pla-marble-grey
PCDB-004-019-1,Prusa,Prusament PLA,Opal Green,PLA,#346859,"52, 104, 89",40.3 -21.77 3.34,https://theprintcodex.com/products/PCX-004-019-prusament-pla-opal-green
PCDB-004-020-1,Prusa,Prusament PLA,Pearl Mouse,PLA,#777466,"119, 116, 102",48.65 -1.14 7.82,https://theprintcodex.com/products/PCX-004-020-prusament-pla-pearl-mouse
PCDB-004-021-1,Prusa,Prusament PLA,Pineapple Yellow,PLA,#e8c817,"232, 200, 23",81.14 -3.61 79.44,https://theprintcodex.com/products/PCX-004-021-prusament-pla-pineapple-yellow
PCDB-004-022-1,Prusa,Prusament PLA,Prusa Orange,PLA,#fb6731,"251, 103, 49",62.08 54.38 56.72,https://theprintcodex.com/products/PCX-004-022-prusament-pla-prusa-orange
PCDB-004-023-1,Prusa,Prusament PLA,Recycled,PLA,#393b35,"57, 59, 53",24.35 -1.8 3.19,https://theprintcodex.com/products/PCX-004-023-prusament-pla-recycled
PCDB-004-024-1,Prusa,Prusament PLA,Simply Green,PLA,#71a249,"113, 162, 73",61.51 -32.11 40.56,https://theprintcodex.com/products/PCX-004-024-prusament-pla-simply-green
PCDB-004-025-1,Prusa,Prusament PLA,Vanilla White,PLA,#cccbc1,"204, 203, 193",81.43 -1.38 5.02,https://theprintcodex.com/products/PCX-004-025-prusament-pla-vanilla-white
PCDB-004-026-1,Prusa,Prusament PLA,Pristine White,PLA,#dfe2de,"223, 226, 222",89.55 -1.87 1.53,https://theprintcodex.com/products/PCX-004-028-prusament-pla-pristine-white
PCDB-004-027-1,Prusa,Prusament PLA,Anthracite Grey  ,PLA,,,,
PCDB-004-028-1,Prusa,Prusament PLA,Chalky Blue  ,PLA,,,,
PCDB-004-029-1,Prusa,Prusament PLA,Mystic Brown  ,PLA,,,,
PCDB-004-030-1,Prusa,Prusament PLA,Mystic Green  ,PLA,,,,
PCDB-004-031-1,Prusa,Prusament PLA,Pistachio Green  ,PLA,,,,
PCDB-004-032-1,Prusa,Prusament PLA,Prusa Galaxy Black  ,PLA,,,,
PCDB-004-033-1,Prusa,Prusament PLA,Prusa Pro Green  ,PLA,,,,
PCDB-004-001-2,Prusa,Prusament PETG, Clear  ,PETG,,,,
PCDB-004-002-2,Prusa,Prusament PETG, Anthracite Grey  ,PETG,,,,
PCDB-004-003-2,Prusa,Prusament PETG, Carbon Fiber Black  ,PETG,,,,
PCDB-004-004-2,Prusa,Prusament PETG, Carmine Red Transparent  ,PETG,,,,
PCDB-004-005-2,Prusa,Prusament PETG, Chalky Blue  ,PETG,,,,
PCDB-004-006-2,Prusa,Prusament PETG, Jet Black  ,PETG,,,,
PCDB-004-007-2,Prusa,Prusament PETG, Jungle Green  ,PETG,,,,
PCDB-004-008-2,Prusa,Prusament PETG, Lipstick Red  ,PETG,,,,
PCDB-004-009-2,Prusa,Prusament PETG, Mango Yellow  ,PETG,,,,
PCDB-004-010-2,Prusa,Prusament PETG, Matte Black  ,PETG,,,,
PCDB-004-011-2,Prusa,Prusament PETG, Neon Green  ,PETG,,,,
PCDB-004-012-2,Prusa,Prusament PETG, Ocean Blue  ,PETG,,,,
PCDB-004-013-2,Prusa,Prusament PETG, Pistachio Green  ,PETG,,,,
PCDB-004-014-2,Prusa,Prusament PETG, Prusa Orange  ,PETG,,,,
PCDB-004-015-2,Prusa,Prusament PETG, Prusa Galaxy Black  ,PETG,,,,
PCDB-004-016-2,Prusa,Prusament PETG, Prusa Orange Transparent  ,PETG,,,,
PCDB-004-017-2,Prusa,Prusament PETG, Prusa Pro Green  ,PETG,,,,
PCDB-004-018-2,Prusa,Prusament PETG, Shimmering Violet  ,PETG,,,,
PCDB-004-019-2,Prusa,Prusament PETG, Signal White  ,PETG,,,,
PCDB-004-020-2,Prusa,Prusament PETG, Terracotta Light  ,PETG,,,,
PCDB-004-021-2,Prusa,Prusament PETG, Ultramarine Blue Transparent  ,PETG,,,,
PCDB-004-022-2,Prusa,Prusament PETG, Urban Grey  ,PETG,,,,
PCDB-004-023-2,Prusa,Prusament PETG, V0 Natural  ,PETG,,,,
PCDB-004-024-2,Prusa,Prusament PETG, V0 Jet Black  ,PETG,,,,
PCDB-004-025-2,Prusa,Prusament PETG, Yellow Gold  ,PETG,,,,
,,,,,,,,
PCDB-006-001-1,eSUN,eMarble,Natural,PLA,N/A,N/A,N/A,https://theprintcodex.com/products/PCX-006-057-emarble-natural
PCDB-006-002-1,eSUN,PLA+HS,Black,PLA,,,,
PCDB-006-003-1,eSUN,PLA+HS,Cold White,PLA,,,,
PCDB-006-004-1,eSUN,PLA+HS,White,PLA,,,,
PCDB-006-005-1,eSUN,PLA+HS,Grey,PLA,,,,
PCDB-006-006-1,eSUN,PLA+HS,Silver,PLA,,,,
PCDB-006-007-1,eSUN,PLA+HS,Orange,PLA,,,,
PCDB-006-008-1,eSUN,PLA+HS,Fire Engine Red,PLA,,,,
PCDB-006-009-1,eSUN,PLA+HS,Red,PLA,,,,
PCDB-006-010-1,eSUN,PLA+HS,Blue,PLA,,,,
PCDB-006-011-1,eSUN,PLA+HS,Yellow,PLA,,,,
PCDB-006-012-1,eSUN,PLA+HS,Green,PLA,,,,
PCDB-006-013-1,eSUN,PLA+HS,Pink,PLA,,,,
PCDB-006-014-1,eSUN,PLA+HS,Peak Green,PLA,,,,
PCDB-006-015-1,eSUN,PLA+HS,Pine Green,PLA,,,,
PCDB-006-016-1,eSUN,PLA+HS,Brown,PLA,,,,
PCDB-006-017-1,eSUN,PLA+HS,Olive Green,PLA,,,,
PCDB-006-018-1,eSUN,PLA+HS,Bone White,PLA,,,,
PCDB-006-019-1,eSUN,PLA+HS,Light Blue,PLA,,,,
PCDB-006-020-1,eSUN,PLA+HS,Purple,PLA,,,,
PCDB-006-021-1,eSUN,PLA-Magic,Dark Twinkling Blue,PLA,,,,
PCDB-006-022-1,eSUN,PLA-Magic,Dark Twinkling Purple,PLA,,,,
PCDB-006-023-1,eSUN,PLA-Magic,Dark Twinkling Gold,PLA,,,,
PCDB-006-024-1,eSUN,PLA-Magic,Dark Twinkling Green,PLA,,,,
PCDB-006-025-1,eSUN,PLA-CF,Black,PLA,,,,
PCDB-006-026-1,eSUN,PLA-CF,Brown,PLA,,,,
PCDB-006-027-1,eSUN,PLA-CF,Purple,PLA,,,,
PCDB-006-028-1,eSUN,PLA-CF,Red,PLA,,,,
PCDB-006-029-1,eSUN,PLA-CF,Green,PLA,,,,
PCDB-006-030-1,eSUN,PLA-Lite,Black,PLA,,,,
PCDB-006-031-1,eSUN,PLA-Lite,Cold White,PLA,,,,
PCDB-006-032-1,eSUN,PLA-Lite,Gray,PLA,,,,
PCDB-006-033-1,eSUN,PLA-Lite,Fire Engine Red,PLA,,,,
PCDB-006-034-1,eSUN,PLA-Lite,Yellow,PLA,,,,
PCDB-006-035-1,eSUN,PLA-Lite,Periwinkle Blue,PLA,,,,
PCDB-006-036-1,eSUN,PLA-Lite,Red,PLA,,,,
PCDB-006-037-1,eSUN,PLA-Lite,Blue,PLA,,,,
PCDB-006-038-1,eSUN,PLA-Lite,Green,PLA,,,,
PCDB-006-039-1,eSUN,PLA-Silk Magic,Gold+Red+Green,PLA,,,,
PCDB-006-040-1,eSUN,PLA-Silk Magic,Bule+Orange+Green,PLA,,,,
PCDB-006-041-1,eSUN,PLA-Silk Magic,Gold+Green+Black,PLA,,,,
PCDB-006-042-1,eSUN,PLA-Silk Magic,Brone+Purple+Green,PLA,,,,
PCDB-006-043-1,eSUN,PLA-Silk Magic,Blue+Red+Purple,PLA,,,,
PCDB-006-044-1,eSUN,PLA-Silk Magic,Gold+Silver+Copper,PLA,,,,
PCDB-006-045-1,eSUN,PLA-Silk Magic,Red+Yellow+Blue,PLA,,,,
PCDB-006-046-1,eSUN,PLA-Silk Magic,Red+Gold+Purple,PLA,,,,
PCDB-006-047-1,eSUN,PLA-Silk Magic,Red+Black+Gold,PLA,,,,
PCDB-006-048-1,eSUN,PLA-Silk Magic,Red+Green+Blue,PLA,,,,
PCDB-006-049-1,eSUN,PLA-Silk Magic,Gold+Silver,PLA,,,,
PCDB-006-050-1,eSUN,PLA-Silk Magic,Red+ Blue,PLA,,,,
PCDB-006-051-1,eSUN,PLA-Silk Magic,Green+Blue,PLA,,,,
PCDB-006-052-1,eSUN,PLA-Silk Magic,Black+Gold,PLA,,,,
PCDB-006-053-1,eSUN,PLA-Silk Magic,Black+Red,PLA,,,,
PCDB-006-054-1,eSUN,PLA-Silk Magic,Black+Green,PLA,,,,
PCDB-006-055-1,eSUN,PLA-Silk Magic,Black+Purple,PLA,,,,
PCDB-006-056-1,eSUN,PLA-Silk Magic,Red+Gold,PLA,,,,
PCDB-006-057-1,eSUN,PLA-Silk Magic,Purple+Gold,PLA,,,,
PCDB-006-058-1,eSUN,PLA-Silk Magic,Red+Green,PLA,,,,
PCDB-006-059-1,eSUN,PLA-Silk Magic,Blue+Silver,PLA,,,,
PCDB-006-060-1,eSUN,PLA-Metal,Bronze,PLA,,,,
PCDB-006-061-1,eSUN,PLA-Metal,Gold,PLA,,,,
PCDB-006-062-1,eSUN,PLA-Silk Candy,Red+Gold+Blue,PLA,,,,
PCDB-006-063-1,eSUN,PLA-Silk Candy,Gold+Blue+Green,PLA,,,,
PCDB-006-064-1,eSUN,PLA-Silk Candy,Silver+Black,PLA,,,,
PCDB-006-065-1,eSUN,PLA-Silk Candy,Red+Gold,PLA,,,,
PCDB-006-066-1,eSUN,PLA-Silk Candy,Silver+Blue,PLA,,,,
PCDB-006-067-1,eSUN,PLA-Silk Candy,Blue+Green,PLA,,,,
PCDB-006-068-1,eSUN,PLA-LW 1.75mm 3D Filament  1KG,Natural,PLA,,,,
PCDB-006-069-1,eSUN,PLA-LW 1.75mm 3D Filament  1KG,Black,PLA,,,,
PCDB-006-070-1,eSUN,PLA-ST 1.75mm 3D Filament  1KG,Black,PLA,,,,
PCDB-006-071-1,eSUN,PLA-ST 1.75mm 3D Filament  1KG,Grey,PLA,,,,
PCDB-006-072-1,eSUN,PLA-ST 1.75mm 3D Filament  1KG,Natural,PLA,,,,
PCDB-006-073-1,eSUN,PLA-Silk Metal,Silk Copper,PLA,,,,
PCDB-006-074-1,eSUN,PLA-Silk Metal,Silk Gold,PLA,,,,
PCDB-006-075-1,eSUN,PLA-Silk Metal,Silk Silver,PLA,,,,
PCDB-006-076-1,eSUN,PLA-Silk,Silk White,PLA,,,,
PCDB-006-077-1,eSUN,PLA-Silk,Silk Dark Yellow,PLA,,,,
PCDB-006-078-1,eSUN,PLA-Silk,Silk Red,PLA,,,,
PCDB-006-079-1,eSUN,PLA-Silk,Silk Green,PLA,,,,
PCDB-006-080-1,eSUN,PLA-Silk,Silk Blue,PLA,,,,
PCDB-006-081-1,eSUN,PLA-Silk,Silk Yellow,PLA,,,,
PCDB-006-082-1,eSUN,PLA-Silk,Silk Violet,PLA,,,,
PCDB-006-083-1,eSUN,PLA-Silk,Silk Lime,PLA,,,,
PCDB-006-084-1,eSUN,PLA-Silk,Silk Purple,PLA,,,,
PCDB-006-085-1,eSUN,PLA-Silk,Silk Cyan,PLA,,,,
PCDB-006-086-1,eSUN,PLA-Chameleon,Galaxy Blue,PLA,,,,
PCDB-006-087-1,eSUN,PLA-Chameleon,Tech Black,PLA,,,,
PCDB-006-088-1,eSUN,PLA-Chameleon,Nebula Purple,PLA,,,,
PCDB-006-089-1,eSUN,PLA-Chameleon,Polaris,PLA,,,,
PCDB-006-090-1,eSUN,PLA-Chameleon,Raspberry Red,PLA,,,,
PCDB-006-091-1,eSUN,PLA-Wood,US,PLA,,,,
PCDB-006-092-1,eSUN,PLA-Silk Rainbow,Scorching Sun,PLA,,,,
PCDB-006-093-1,eSUN,PLA-Silk Rainbow,Morning Glory,PLA,,,,
PCDB-006-094-1,eSUN,PLA-Silk Rainbow,Universe,PLA,,,,
PCDB-006-095-1,eSUN,PLA-Silk Rainbow,Forest,PLA,,,,
PCDB-006-096-1,eSUN,PLA-Silk Rainbow,Coral,PLA,,,,
PCDB-006-097-1,eSUN,PLA-Silk Rainbow,Rainbow,PLA,,,,
PCDB-006-098-1,eSUN,PLA-Stars,US,PLA,,,,
PCDB-006-099-1,eSUN,PLA-Matte,Deep Black,PLA,,,,
PCDB-006-100-1,eSUN,PLA-Matte,Milky White,PLA,,,,
PCDB-006-101-1,eSUN,PLA-Matte,Light Khaki,PLA,,,,
PCDB-006-102-1,eSUN,PLA-Matte,Dark Grey,PLA,,,,
PCDB-006-103-1,eSUN,PLA-Matte,Lake Blue,PLA,,,,
PCDB-006-104-1,eSUN,PLA-Matte,Almond Yellow,PLA,,,,
PCDB-006-105-1,eSUN,PLA-Matte,Mint Green,PLA,,,,
PCDB-006-106-1,eSUN,PLA-Matte,Peach Pink,PLA,,,,
PCDB-006-107-1,eSUN,PLA-Matte,Rainbow,PLA,,,,
PCDB-006-108-1,eSUN,PLA-Matte,Lilac,PLA,,,,
